Unnamed: 0,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,grammar_premise_gen_gpt_0.2,grammar_hypothesis_gen_gpt_0.2,cohesiveness_premise_gen_gpt_0.2,cohesiveness_hypothesis_gen_gpt_0.2,likableness_premise_gen_gpt_0.2,likableness_hypothesis_gen_gpt_0.2,fluency_premise_gen_gpt_0.2,fluency_hypothesis_gen_gpt_0.2,grammar_premise_gen_gpt_1.0,grammar_hypothesis_gen_gpt_1.0,cohesiveness_premise_gen_gpt_1.0,cohesiveness_hypothesis_gen_gpt_1.0,likableness_premise_gen_gpt_1.0,likableness_hypothesis_gen_gpt_1.0,fluency_premise_gen_gpt_1.0,fluency_hypothesis_gen_gpt_1.0,grammar_premise_gen_mistral_0.2,grammar_hypothesis_gen_mistral_0.2,cohesiveness_premise_gen_mistral_0.2,cohesiveness_hypothesis_gen_mistral_0.2,likableness_premise_gen_mistral_0.2,likableness_hypothesis_gen_mistral_0.2,fluency_premise_gen_mistral_0.2,fluency_hypothesis_gen_mistral_0.2,grammar_premise_gen_mistral_1.0,grammar_hypothesis_gen_mistral_1.0,cohesiveness_premise_gen_mistral_1.0,cohesiveness_hypothesis_gen_mistral_1.0,likableness_premise_gen_mistral_1.0,likableness_hypothesis_gen_mistral_1.0,fluency_premise_gen_mistral_1.0,fluency_hypothesis_gen_mistral_1.0
357,swimming in the wide blue ocean.,the ocean swims in the blue wideness.,drifted in the wide blue sea.,[CLS] ocean swells in the open surface areas.,1,1,1,0.2857142857142857,0.875,165.51309204101562,138.9939727783203,2,4,5,3,2,2,4,2,3,3,2,3,2,4,3,2,1,5,1,5,5,5,3,5,3,5,4,5,2,5,2,5
358,two men and one woman with blond - hair walk through a gate with barbed wire on top.,two dogs are walking throught a gate.,two sons and one daughter with blond feather hair paws through a gate withiel wire on top.,[CLS] members are walking through to a gate.,0,1,1,0.3157894736842105,0.75,95.5673828125,305.29315185546875,2,3,1,4,1,2,2,2,2,3,1,2,2,4,1,3,4,5,2,4,3,5,3,5,4,5,2,4,2,5,3,5
359,man and a child at an exhibit booth looking at something.,a woman and her dog are eating breakfast.,kate and a multitude at an airport pub eat at breakfast.,[CLS] man and her father had shown something.,0,2,2,0.5,0.8888888888888888,173.7923583984375,164.58370971679688,2,2,2,3,2,2,2,2,2,4,2,2,2,2,4,2,5,1,5,3,5,1,5,3,5,2,5,3,5,4,5,3
360,a woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,a woman garden on a sofa with a red ponytail and gated porch and tall trees.,[CLS] woman is hanging out with her child,2,2,2,0.2941176470588235,0.5,163.43199157714844,95.22930908203124,2,2,2,1,2,1,2,1,2,1,3,1,2,2,3,2,5,1,5,1,3,1,5,1,5,1,4,2,3,2,5,1
361,a group of swimmers jump into a pool.,a group of swimmers are sitting on an airplane on the way to their swimming competition.,a group ofplanes strapped into a lake.,[CLS] group of swimmers are chosen on a lane on the way to a freestyle competition.,0,2,2,0.4444444444444444,0.4705882352941176,53.00897216796875,67.46065521240234,2,2,1,2,1,2,1,2,2,3,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,5
362,a few women and children are collecting items from rocks.,people are throwing rocks.,a few women and children are hurled stones from rocks.,people are using rocks.,0,1,1,0.1818181818181818,0.2,119.922607421875,139.96588134765625,4,4,4,4,2,3,2,4,3,4,5,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,-1,5,3,4,5,5
363,a group of female athletes are huddled together and excited.,the group of athletes all can breathe underwater.,a group of swimmer swimmers are sitting together and gasping.,[CLS] group of athletes supports rush kicking swimmers.,0,1,2,0.3636363636363636,0.7777777777777778,263.4173278808594,80.53984069824219,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,5,1,1,1,3,1,5,1,5,1,1,1,5,1,4,1
364,"a woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",the blanket is black.,"a woman with a blanket tattooed over her head, over a baby wrapped in a blanket, pen, and pocket watch.",the infant is small.,0,2,2,0.3333333333333333,0.4,25.68638801574707,52.375144958496094,2,5,2,5,1,4,1,5,1,4,2,5,2,4,1,5,5,5,5,5,3,5,5,5,5,5,5,4,3,5,5,5
365,"a dark - skinned person, crouched while painting a sign.",a white man is painting his house.,"a beautiful fish skinned man, "" while embracing a painting.",[CLS] young man is making his portrait.,0,2,2,0.5,0.75,213.2440490722656,261.2377014160156,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,5,1,5,1,5,3,5,1,4,1,5,1,5,2,4
366,a woman with a black purse and a red coat is sitting on a pillar of concrete.,"the woman is running down the path, jogging with earphones in her ears.",a woman with a red legs and a red coat is running on a trail of grass.,"[CLS] woman is waiting on the sidewalk, sitting with hand signals in her purse.",0,2,2,0.2777777777777778,0.6666666666666666,58.17246627807617,37.410186767578125,5,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,5,3,5,1,5,2,5,3,5,2,5,1,5,-1,5,4
367,a man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,a man in a gray suit and a berkshire hat is like a domestic pie that makes blankets and sleeping.,[CLS] man is not home appropriately,0,2,1,0.5,0.8333333333333334,113.55550384521484,160.5030517578125,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1
368,"two boys with blond - hair, wearing striped shirts on a bed.",children playing in the park.,"two forwards with maple tarzan hair, wearing tee shirts and a tie.",currently being in the company.,0,2,1,0.4285714285714285,0.5,281.8399353027344,157.53453063964844,2,4,2,4,1,4,1,4,2,3,1,5,1,4,1,4,5,2,1,1,3,3,3,3,3,3,1,3,1,3,3,3
369,a man pointing into the ear wearing a striped shirt in a small boat filled with many people.,a man is pointing into the foot and wearing a striped shirt.,a scene looking into the deformation wearing a striped shirt in a deserted yard filled with many people.,[CLS] man is called into the spot and wearing a striped shirt.,0,2,1,0.2631578947368421,0.3846153846153846,89.72529602050781,93.96788024902344,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,3,3,5,1,3,1,5,4,3,3,4,4,3,1,5,3
370,a singer wearing a leather jacket performs on stage with dramatic lighting behind him.,the singer did not show up,a guy in a leather jacket vacant on stage with outdoor lighting behind him.,[CLS] singer managed the show off,0,2,2,0.2666666666666666,1.0,186.72032165527344,106.80414581298828,4,2,2,2,3,2,4,2,4,3,1,3,2,2,5,1,5,1,1,0,3,0,5,3,5,1,2,0,1,0,3,2
371,two daschunds play with a red ball,a cat in a litter box.,"the refuge sniff mouse, with a swimming ball",[CLS] moving in a wet ball.,0,1,1,0.8571428571428571,0.8571428571428571,196.7203369140625,378.6842346191406,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,0,2,3,1,3,3
372,a man playing a piano,a boy is playing trombone.,a child playing a comical,[CLS] he is playing alone.,0,2,2,0.4,0.8333333333333334,135.9542999267578,141.33462524414062,4,5,4,5,3,4,2,5,4,5,3,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
373,san fransisco 49ers football field with cheerleaders and a packed stadium.,the football game got cancelled and the field is empty.,sanolissis is infirmary football stadium with cheerleaders and a useless field.,[CLS] football game gets extra and the field is lighted.,0,2,2,0.5,0.5454545454545454,137.9133758544922,145.8959197998047,2,2,4,3,2,2,2,2,2,2,2,3,2,1,2,2,4,5,1,5,3,5,3,5,5,5,1,4,3,5,3,5
374,many roller derby players skating around the rink.,roller derby players laying down after the match.,some rosary derby players sleep around the rink.,"roller derby, narrowing down after the first.",0,2,2,0.3333333333333333,0.3333333333333333,235.78472900390625,197.2162475585937,2,2,3,2,4,3,3,3,2,3,4,3,3,3,4,3,5,5,5,5,5,3,5,5,5,4,5,4,5,-1,4,3
375,a man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,a man looks in front of a door in the hallways as two two in the side mistress in the side.,soothing evening standing through a blast,0,1,2,0.3636363636363636,0.6666666666666666,193.2660369873047,111.23224639892578,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,3,1,3,1,3,1,4,1,3,1,1,1,2,0,5,1
376,the man in the sailor suit is holding literature.,a chef is cooking stew.,the man in the white suit is gore cooked.,[CLS] merchant is holding poetry.,0,2,2,0.3,1.0,198.7903289794922,217.25331115722656,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,0,0,1,1,1,3,3,4,0,0,1,1,2,3
377,two women wearing red are smiling at the camera.,with their backs turned to the camera were two women wearing blue dresses,two women wearing blue are missing at the end.,with their poses turned to the camera are two women wearing striped shoes,0,1,2,0.3,0.3076923076923077,81.30442810058594,73.76372528076172,4,2,5,2,4,3,4,2,4,3,5,1,3,3,4,2,5,5,5,0,5,3,5,5,5,4,5,0,5,3,5,5
378,a young black man is getting his hair buzzed off.,the lady is at the hair salon.,a new old lady is getting his hair eyelashes off.,[CLS] remark is at the trash salon.,0,2,2,0.3636363636363636,0.625,231.13815307617188,154.80743408203125,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,3,5,3,1,3,2,5,5,1,4,3,3,5,1,5,4
379,a man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,a woman adjusts her bra,a woman with a sleek waisted shirt and bra stockings removes her neck while looking at a computer science computer.,a gentleman inspires his partner,0,1,2,0.5,0.8,110.71678924560548,93.4685287475586,2,2,1,2,1,2,1,4,2,1,1,2,1,2,1,4,3,3,1,1,1,1,3,4,4,3,1,1,2,3,4,4
380,a man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,a man wearing a brave suit pulled up a sign as the last sentence.,[CLS] man is jealous and gets,0,2,2,0.3333333333333333,0.8333333333333334,124.13641357421876,142.7398681640625,2,2,2,2,2,1,2,3,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,3,2,1,1,1,4,1,2,3
381,a black man in a blue suit is talking on a cellphone while smoking.,the man is jogging,a young man in a black suit is driven on a cellphone while running.,the man stating he,0,1,2,0.2666666666666666,0.5,56.86114501953125,62.111907958984375,3,2,5,2,3,1,2,2,4,2,5,1,2,1,3,3,5,4,1,3,3,3,5,5,3,5,1,3,4,5,5,5
382,a little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,a girl puts on some sunglasses,"a little mum in a blue shirt, accessories some sunglasses up to a window while a girl sees him.",[CLS] sims puts on some hint,0,1,2,0.238095238095238,0.8333333333333334,135.6474151611328,135.3376922607422,2,2,2,1,2,1,2,4,2,2,2,1,2,1,2,3,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2
383,three women are dancing among the bamboo.,a group of men are fencing.,both men are charged beneath the lance.,[CLS] group of women are female.,0,1,1,0.625,0.7142857142857143,292.4307556152344,198.25311279296875,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,3,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5
384,a person in a red shirt is mowing the grass with a green riding mower.,a person in red is swimming in the olympics.,a man in a red coat is swimming in the sport with a green swimming pant.,[CLS] black in red is visible in the shade.,0,2,2,0.4375,0.6,81.37017059326172,53.11100769042969,2,2,2,1,2,1,2,2,2,2,2,1,1,1,3,2,5,1,5,1,5,1,5,1,5,1,4,0,1,1,5,2
385,"a woman in an american military uniform sits at a table and writes the words "" sad, "" "" depressed, "" and "" hatred "" on a large sheet of white paper.",a woman is diving off a mountain.,"a woman in an american adventure uniform named on a table and bears the name "" parachute, "" "" luckily, "" and "" dove "" on a large stick of white cloth.",[CLS] woman is owed about a guard.,0,2,2,0.2857142857142857,0.75,59.20423889160156,135.88275146484375,2,2,2,1,2,1,2,1,2,1,2,1,4,1,2,2,5,1,3,0,3,1,4,1,4,1,3,1,4,1,5,1
386,a businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,a vendor in a new suit with briefcase seating in a room with a chair abutment and a work space.,excellence in employment,2,1,2,0.5238095238095238,0.6666666666666666,229.5595550537109,99.0045394897461,2,4,2,4,2,3,2,4,2,4,3,4,2,3,2,4,5,5,5,1,5,3,5,4,5,3,5,3,5,2,5,4
387,a girl in a black sweater and jeans pours water into an empty soda bottle.,a girl pours water into the ocean,a girl in a white shirt and jeans sulfates water underneath an empty salt bottle.,[CLS] girl donates lucky into the lounge,0,2,2,0.3125,0.8571428571428571,162.77627563476562,106.626953125,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,0,1,1,3,1,1,1,1,0,1,0,3,1
388,man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,a man is wearing nothing.,man wearing blue detachment on floor in front of a man in blue sidewalk on floor with two other men wearing blue kneeling on the floor naked.,[CLS] man demanding further forgiveness.,0,1,2,0.1785714285714285,1.0,78.84629821777344,105.12689208984376,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,0,1,1,1,1,3,1,1,1,1,3,1,1
389,a white greyhound dog wearing a muzzle runs around a track.,the dog is not wearing a muzzle.,a white discarded dog in a shack runs around a corner.,[CLS] dog is not only a normal.,0,1,1,0.3333333333333333,0.625,235.72840881347656,95.23490142822266,4,2,5,1,3,1,4,2,4,1,5,1,4,1,4,2,5,3,1,1,3,1,4,5,5,3,2,1,3,1,4,4
390,a man in colorful shorts is surfing under a wave.,a man is sunbathing.,a man in purple attire is lying on a frame.,[CLS] man is constantly masthing.,0,2,2,0.4545454545454545,1.0,463.7553405761719,74.1479721069336,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,1
391,a man swings his tennis racquet as the tennis ball gets closer to him.,a man is shooting a basketball at the goal.,"a man shots a prem radian, as the athletic ball gets closer to him.",[CLS] man is preparing a match at the start.,0,2,2,0.4,0.6,83.07247924804688,178.2837371826172,2,4,1,4,2,2,2,4,2,2,2,3,1,3,2,2,5,5,5,3,5,3,5,5,5,3,5,5,5,1,5,5
392,a man is sitting on the floor and is surrounded by pictures.,a man sitting on a barren floor.,a man is sitting on the floor and is now by isolation.,[CLS] man sitting on a young floor.,0,1,2,0.1538461538461538,0.5,89.26211547851562,101.50733184814452,2,2,3,2,2,1,2,2,2,2,2,1,1,2,2,1,5,5,5,3,5,1,5,5,4,3,5,4,5,1,5,5
393,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",the boy plays a video game.,"a boy wearing black suits, and a black and white shirt, wearing a smirk, sits on a playing device up against a wall that looks up nearby, while other people stand around.",the boy plays a gospel book.,0,2,2,0.2432432432432432,0.2857142857142857,58.335716247558594,44.20813751220703,4,2,4,2,3,2,4,4,4,2,4,2,4,3,4,3,5,4,5,3,5,3,5,3,5,3,5,2,3,1,4,3
394,"two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",two girls playing hopscotch in an open court.,"two giggles, one wearing a wimbledon shirt and the other wearing a black shirt, are wicked like a sim.",##dating girls hang hopscotch in an additional pose.,0,2,2,0.2727272727272727,0.6666666666666666,50.973899841308594,54.74251937866211,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,2,3,1,1,1,3,1,3,1,2,1,2,0,1,1,2,1
395,people are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,people are taking the elevator.,fans are on an escalator rush to get to the theater while looking out of the elevator that makes up the lobby.,diplomats are checking the entrances.,0,1,2,0.3043478260869565,0.5,54.15998840332031,46.06332778930664,2,4,2,3,2,3,2,3,2,4,2,3,3,3,1,5,4,5,2,3,3,3,3,4,3,5,1,4,2,3,3,4
396,a person in blue is the only person currently throwing their ball at a bowling alley.,the person is eating nachos.,a contestant in columbus is the only person ever eat their paws at a culinary device.,the person is carrying supplies consolations.,0,2,2,0.4117647058823529,0.5,135.08006286621094,205.2229156494141,2,4,2,2,2,2,2,4,2,2,2,2,2,2,1,4,1,5,1,3,1,3,1,5,1,4,1,4,1,4,1,3
397,"a man wearing black pants, an orange and brown striped shirt, and a black bandanna in a "" just thrown a bowling ball "" stance.",the bandana is expensive.,"a man wearing blue pants, an orange and white striped shirt, and a black bandana in the "" i make a bowling ball "" design.",[CLS] bandanna is exclusive.,2,2,2,0.25,1.0,77.51803588867188,45.49595260620117,4,4,4,3,3,2,5,4,4,3,4,4,3,3,4,4,5,3,5,1,3,3,5,5,5,3,5,5,3,5,5,5
398,at least eight people are sitting at a table in a building that overlooks the city.,people sitting on the floor,at least six people aretose at a table in the floor that overlooks the city.,guests sitting in the exterior,0,1,1,0.2941176470588235,0.6,51.17178726196289,97.8418197631836,2,4,1,3,2,3,2,4,2,4,2,3,2,2,1,4,4,5,3,5,3,5,4,5,4,5,3,5,3,5,4,4
399,a photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,the photographer is taking a photo of a dog.,a photographer and assistant is a photo of a man with a dog and a woman in a dress in white of a white flank and a red patch.,the photographer is known a photo of a lover.,0,1,2,0.2666666666666666,0.2,49.00700378417969,46.32829666137695,2,4,2,3,2,4,2,4,2,4,2,4,2,2,2,4,4,5,3,5,3,5,4,5,4,4,3,5,3,4,3,5
